NEVO-code,food_group_en,food_name_en,food_group_nl,food_name_nl,remark_nl,synonym_nl,food_group_no,food_name_no,food_group_de,food_name_de,food_group_es,food_name_es,food_group_el,food_name_el,food_group_it,food_name_it,food_group_pl,food_name_pl,food_group_sl,food_name_sl
457,"Sugar, sweets and sweet sauces",Jam rose hip w vit C,"Suiker, snoep, zoet beleg en zoete sauzen",Jam rozenbottel- m vit C,Roosvicee.,Rozenbotteljam,"Sukker, søtsaker og søte sauser",Hybenmarmelade med C-vitamin,"Zucker, Süßigkeiten und süße Soßen",Hagebuttenkonfitüre mit Vitamin C,"Azúcar, dulces y salsas dulces",Mermelada de escaramujo con vitamina C,"Ζάχαρη, γλυκά και γλυκές σάλτσες",Μαρμελάδα από καρπούς αγριοτριανταφυλλιάς με βιταμίνη C,"Zucchero, dolci e salse dolci",Marmellata di rosa canina con vitamina C,"Cukier, słodycze i słodkie sosy",Dżem z dzikiej róży z witaminą C,"Sladkor, sladkarije in sladke omake",Džem iz šipka z vitaminom C
458,Savoury sauces,Salad cream 25% oil,Hartige sauzen,Saus sla- 25% olie,Gem van diverse merken.,Dressing slasaus 25% olie,Salte sauser,Salatdressing 25 % olje,Herzhafte Soßen,Salatcreme 25 % Öl,Salsas saladas,Crema para ensaladas con un 25 % de aceite,Αλμυρές σάλτσες,Κρέμα σαλάτας 25% έλαιο,Salse salate,Crema per insalata con il 25% di olio,Sosy pikantne,Sos sałatkowy 25% oleju,Slanih omak,Solatna krema z 25 % olja
461,"Sugar, sweets and sweet sauces",Toffees,"Suiker, snoep, zoet beleg en zoete sauzen",Toffee,,Fruittoffee,"Sukker, søtsaker og søte sauser",Karameller,"Zucker, Süßigkeiten und süße Soßen",Toffees,"Azúcar, dulces y salsas dulces",Caramelos de toffee,"Ζάχαρη, γλυκά και γλυκές σάλτσες",Καραμέλες,"Zucchero, dolci e salse dolci",Caramelle mou,"Cukier, słodycze i słodkie sosy",Karmelki,"Sladkor, sladkarije in sladke omake",Karamele
462,Savoury sauces,Ketchup tomato,Hartige sauzen,Ketchup tomaten-,Gem van diverse merken.,Tomatenketchup,Salte sauser,Ketchup-tomat,Herzhafte Soßen,Ketchup-Tomate,Salsas saladas,Tomate para ketchup,Αλμυρές σάλτσες,Κέτσαπ ντομάτας,Salse salate,Pomodoro da ketchup,Sosy pikantne,Keczup pomidorowy,Slanih omak,Paradižnikov kečap
463,Non-alcoholic beverages,Fruit drink concentrate undiluted,Niet-alcoholische dranken,Siroop vruchtenlimonade-,,Limonadesiroop/ranja,Alkoholfrie drikker,"Fruktdrikkekonsentrat, ufortynnet",Alkoholfreie Getränke,"Fruchtgetränkekonzentrat, unverdünnt",Bebidas no alcohólicas,Concentrado de zumo de fruta sin diluir,Μη αλκοολούχα ποτά,"Συμπύκνωμα ποτού φρούτων, αδιάλυτο",Bevande analcoliche,Concentrato di bevanda alla frutta non diluito,Napoje bezalkoholowe,Nierozcieńczony koncentrat napoju owocowego,Brezalkoholne pijače,Nerazredčen koncentrat sadnega napitka
464,"Sugar, sweets and sweet sauces",Spread sweet av,"Suiker, snoep, zoet beleg en zoete sauzen",Broodbeleg zoet gem,,,"Sukker, søtsaker og søte sauser",Spred søt av,"Zucker, Süßigkeiten und süße Soßen",Süßer Aufstrich,"Azúcar, dulces y salsas dulces",Mantequilla dulce de av,"Ζάχαρη, γλυκά και γλυκές σάλτσες",Γλυκό βούτυρο,"Zucchero, dolci e salse dolci",Spalmabile dolce av,"Cukier, słodycze i słodkie sosy",Rozsmaruj słodki av,"Sladkor, sladkarije in sladke omake",Razširite sladko av
465,Savoury sauces,Sauce for chips 25% oil,Hartige sauzen,Saus frites- 25% olie,Gem van diverse merken.,Fritessaus 25% olie,Salte sauser,Saus til chips 25 % olje,Herzhafte Soßen,"Dip für Pommes frites, 25 % Öl",Salsas saladas,Salsa para patatas fritas con un 25 % de aceite,Αλμυρές σάλτσες,Σάλτσα για πατατάκια 25% λάδι,Salse salate,Salsa per patatine 25% di olio,Sosy pikantne,Sos do chipsów 25% oleju,Slanih omak,Omaka za čips 25 % olja
466,Savoury sauces,Sauce for chips 35% oil,Hartige sauzen,Saus frites- 35% olie,,Fritessaus 35% olie,Salte sauser,Saus til chips 35 % olje,Herzhafte Soßen,"Dip für Pommes frites, 35 % Öl",Salsas saladas,Salsa para patatas fritas con un 35 % de aceite,Αλμυρές σάλτσες,Σάλτσα για πατατάκια 35% λάδι,Salse salate,Salsa per patatine 35% di olio,Sosy pikantne,Sos do chipsów 35% oleju,Slanih omak,Omaka za čips 35 % olja
467,Cereal products and types of flour,Pancake homemade prepared w margarin,Graanproducten en meelsoorten,Pannenkoek huishoudelijk bereid m margarine,,,Kornprodukter og meltyper,Hjemmelaget pannekake tilberedt med margarin,Getreideprodukte und Mehlsorten,"Hausgemachte Pfannkuchen, mit Margarine zubereitet",Productos de cereales y tipos de harina,Tortita casera preparada con margarina,Προϊόντα δημητριακών και είδη αλεύρων,Σπιτική τηγανίτα παρασκευασμένη με μαργαρίνη,Prodotti a base di cereali e tipi di farina,Pancake fatti in casa preparati con margarina,Produkty zbożowe i rodzaje mąki,Domowe naleśniki przygotowane z margaryną,Žitni izdelki in vrste moke,"Domača palačinka, pripravljena z margarino"
468,Pastry and biscuits,Cream slice Dutch Tompouce,Gebak en koek,Tompouce,,,Kaker og kjeks,"Kremkake, nederlandsk Tompouce",Gebäck und Kekse,Cremeschnitten „Dutch Tompouce“,Pastelería y galletas,Porción de tarta de crema holandesa «Tompouce»,Ζαχαροπλαστική και μπισκότα,Φέτα κρέμας ολλανδικού Tompouce,Pasticceria e biscotti,Fetta di torta alla crema olandese Tompouce,Wypieki i ciastka,Kremowy kawałek holenderskiego Tompouce,Sladice in piškoti,Rezina kremne torte Dutch Tompouce
469,Mixed dishes,Pork Chinese style Babi pangang wo rice,Samengestelde gerechten,Babi pangang z rijst,,,Blandede retter,Svinekjøtt på kinesisk vis (Babi pangang) med ris,Mischgerichte,Schweinefleisch nach chinesischer Art (Babi Pangang) mit Reis,Platos combinados,Cerdo al estilo chino (Babi pangang) con arroz,Μικτά πιάτα,Χοιρινό κινέζικου τύπου Babi pangang με ρύζι,Piatti misti,Maiale alla cinese (Babi pangang) con riso,Dania złożone,Wieprzowina po chińsku (Babi pangang) z ryżem,Mešane jedi,Svinjina po kitajsko (Babi pangang) z rižem
470,Mixed dishes,Chinese noodle dish Bami goreng wo egg,Samengestelde gerechten,Bami goreng z ei,,,Blandede retter,Kinesisk nudlerett Bami goreng med egg,Mischgerichte,Chinesisches Nudelgericht „Bami goreng“ mit Ei,Platos combinados,Plato chino de fideos «Bami goreng» con huevo,Μικτά πιάτα,Κινέζικο πιάτο με ζυμαρικά «Bami goreng wo egg»,Piatti misti,Piatto di pasta cinese Bami goreng con uovo,Dania złożone,Chińskie danie z makaronem Bami goreng z jajkiem,Mešane jedi,Kitajska jed iz rezancev Bami goreng z jajcem
471,Mixed dishes,Fried rice Nasi goreng w egg,Samengestelde gerechten,Nasi goreng m ei,Kant-en-klare nasi,,Blandede retter,Stekt ris (Nasi goreng) med egg,Mischgerichte,Gebratener Reis (Nasi Goreng) mit Ei,Platos combinados,Arroz frito (Nasi goreng) con huevo,Μικτά πιάτα,Τηγανητό ρύζι Nasi goreng με αυγό,Piatti misti,Riso fritto (Nasi goreng) con uovo,Dania złożone,Smażony ryż Nasi goreng z jajkiem,Mešane jedi,Ocvrti riž Nasi goreng z jajcem
472,Mixed dishes,Chop-suey Indonesian wo rice,Samengestelde gerechten,Tjap tjoi z rijst,,,Blandede retter,Chop-suey med indonesisk ris,Mischgerichte,Chop-Suey mit indonesischem Reis,Platos combinados,Chop suey indonesio con arroz,Μικτά πιάτα,Chop-suey με ινδονησιακό ρύζι,Piatti misti,Chop suey indonesiano con riso,Dania złożone,Chop-suey z indonezyjskim ryżem wo,Mešane jedi,Chop-suey indonezijski riž
473,Mixed dishes,Foe jung hai filled omelet wo rice,Samengestelde gerechten,Foe yong hai z rijst,,,Blandede retter,Omelett fylt med Foe jung hai og ris,Mischgerichte,Omelett mit Foe Jung Hai-Füllung und Reis,Platos combinados,Tortilla rellena de foe jung hai con arroz,Μικτά πιάτα,Ομελέτα γεμιστή με Foe jung hai και ρύζι,Piatti misti,Foe jung hai con frittata ripiena e riso,Dania złożone,Omlet nadziewany Foe jung hai z ryżem,Mešane jedi,"Omeleta, polnjena s Foe jung hai, z rižem"
474,Pastry and biscuits,Doughnut Dutch style filled w currants and raisins,Gebak en koek,Oliebol gevuld m krenten en rozijnen,,,Kaker og kjeks,"Donut etter nederlandsk oppskrift, fylt med korinter og rosiner",Gebäck und Kekse,"Donut nach holländischer Art, gefüllt mit Korinthen und Rosinen",Pastelería y galletas,Buñuelo al estilo holandés relleno de pasas y grosellas,Ζαχαροπλαστική και μπισκότα,Ντόνατ ολλανδικού τύπου γεμιστό με σταφίδες και σταφίδες,Pasticceria e biscotti,Ciambella all’olandese ripiena di ribes e uvetta,Wypieki i ciastka,Pączek w stylu holenderskim z nadzieniem z rodzynek i porzeczek,Sladice in piškoti,"Nizozemska krofka, polnjena z ribezom in rozinami"
475,Meat and poultry,Liver chicken raw,Vlees en gevogelte,Lever kippen- rauw,,Kippenlever rauw,Kjøtt og fjærfe,Rå kyllinglever,Fleisch und Geflügel,"Hühnerleber, roh",Carne y aves,Hígado de pollo crudo,Κρέας και πουλερικά,Συκώτι κοτόπουλου ωμό,Carne e pollame,Fegato di pollo crudo,Mięso i drób,Surowa wątróbka drobiowa,Meso in perutnina,Surova piščančja jetra
479,Milk and milk products,Buttermilk w fruit,Melk en melkproducten,Melk karne- m vruchten,Campina karnemelk bosvruchten.,Karnemelk m vruchten,Melk og melkeprodukter,Kjernemelk med frukt,Milch und Milchprodukte,Buttermilch mit Obst,Leche y productos lácteos,Suero de leche con fruta,Γάλα και γαλακτοκομικά προϊόντα,Βουτυρόγαλα με φρούτα,Latte e prodotti lattiero-caseari,Latticello con frutta,Mleko i produkty mleczne,Maślanka z owocami,Mleko in mlečni izdelki,Kislo mleko s sadjem
480,Pastry and biscuits,Biscuit filled chocolate coated,Gebak en koek,Biscuit fourre omhuld m chocolade,Gem v diverse merken.,Sandwichbiscuit omhuld m chocola/chocoprince e.d.,Kaker og kjeks,Kjeks med fyll og sjokoladeovertrekk,Gebäck und Kekse,Mit Schokoladenüberzug gefülltes Gebäck,Pastelería y galletas,Galleta rellena y recubierta de chocolate,Ζαχαροπλαστική και μπισκότα,Μπισκότο με γέμιση και επικάλυψη σοκολάτας,Pasticceria e biscotti,Biscotto ripieno ricoperto di cioccolato,Wypieki i ciastka,"Ciastko z nadzieniem, oblane czekoladą",Sladice in piškoti,"Piškot z nadevom, oblit s čokolado"
481,Pastry and biscuits,Biscuit shortbread Bastogne,Gebak en koek,Koek Bastogne,Gem van Bastogne original en Bastogne duo.,Kandijkoek,Kaker og kjeks,Smørkake «Bastogne»,Gebäck und Kekse,Butterkekse „Bastogne“,Pastelería y galletas,Galleta de mantequilla de Bastogne,Ζαχαροπλαστική και μπισκότα,Μπισκότο σορτμπρέντ Bastogne,Pasticceria e biscotti,Biscotto di pasta frolla Bastogne,Wypieki i ciastka,Ciastka kruche Bastogne,Sladice in piškoti,Keks iz maslenega testa Bastogne
482,"Sugar, sweets and sweet sauces",Sweets marshmallow type Spekkie,"Suiker, snoep, zoet beleg en zoete sauzen",Spekkie,,,"Sukker, søtsaker og søte sauser",Søtsaker av marshmallow-typen Spekkie,"Zucker, Süßigkeiten und süße Soßen",Süßigkeiten vom Typ Marshmallow „Spekkie“,"Azúcar, dulces y salsas dulces",Dulces tipo malvavisco Spekkie,"Ζάχαρη, γλυκά και γλυκές σάλτσες",Γλυκά τύπου μαρσμέλοου Spekkie,"Zucchero, dolci e salse dolci",Dolci tipo marshmallow Spekkie,"Cukier, słodycze i słodkie sosy",Słodycze typu pianka marshmallow Spekkie,"Sladkor, sladkarije in sladke omake",Sladkarije tipa marshmallow Spekkie
484,"Sugar, sweets and sweet sauces",Fruit spread reduced sugar,"Suiker, snoep, zoet beleg en zoete sauzen",Spread fruit- minder suiker,Gem van Linera en Hero.,Jam 50% minder suiker/halviture/halvajam/fruitspread,"Sukker, søtsaker og søte sauser",Fruktpålegg med redusert sukkerinnhold,"Zucker, Süßigkeiten und süße Soßen","Fruchtaufstrich, zuckerreduziert","Azúcar, dulces y salsas dulces",Mermelada de fruta con bajo contenido en azúcar,"Ζάχαρη, γλυκά και γλυκές σάλτσες",Αλείμμα φρούτων με μειωμένη περιεκτικότητα σε ζάχαρη,"Zucchero, dolci e salse dolci",Crema spalmabile alla frutta a ridotto contenuto di zucchero,"Cukier, słodycze i słodkie sosy",Pasta owocowa o obniżonej zawartości cukru,"Sladkor, sladkarije in sladke omake",Sadni namaz z zmanjšano vsebnostjo sladkorja
485,Milk and milk products,Ice cream dairy/non dairy cornet w chocolate and nuts,Melk en melkproducten,IJs room/vanille- cornet m chocola en nootjes,"Gemiddelde van Cornetto Ola classico, Albert Heijn Chantilly classic, Gelatelli vanilla ice cream cones, Mucci cornets classic.",Ijs Cornetto e.d.,Melk og melkeprodukter,Iskrem (melkebasert/melkefri) i vaffel med sjokolade og nøtter,Milch und Milchprodukte,Eiscreme (mit Milch/milchfrei) im Hörnchen mit Schokolade und Nüssen,Leche y productos lácteos,Helado lácteo/no lácteo en cucurucho con chocolate y frutos secos,Γάλα και γαλακτοκομικά προϊόντα,Παγωτό γαλακτοκομικό/μη γαλακτοκομικό σε χωνάκι με σοκολάτα και ξηρούς καρπούς,Latte e prodotti lattiero-caseari,Gelato (a base di latte/senza latte) in cono con cioccolato e frutta secca,Mleko i produkty mleczne,Lody mleczne/bezmleczne w rożku z czekoladą i orzechami,Mleko in mlečni izdelki,Sladoled (mlečni/nemlečni) v rožku s čokolado in oreščki
486,Pastry and biscuits,Flan w fruit filling,Gebak en koek,Vlaai vruchten-,,Vruchtenvlaai,Kaker og kjeks,Flan med fruktfyll,Gebäck und Kekse,Flan mit Fruchtfüllung,Pastelería y galletas,Flan con relleno de fruta,Ζαχαροπλαστική και μπισκότα,Φλαν με γέμιση φρούτων,Pasticceria e biscotti,Flan con ripieno di frutta,Wypieki i ciastka,Flan z nadzieniem owocowym,Sladice in piškoti,Flan z sadno polnilo
487,"Sugar, sweets and sweet sauces",Candybar Mars,"Suiker, snoep, zoet beleg en zoete sauzen",Candybar Mars,,,"Sukker, søtsaker og søte sauser",Sjokoladebar Mars,"Zucker, Süßigkeiten und süße Soßen",Schokoriegel Mars,"Azúcar, dulces y salsas dulces",Barrita de chocolate Mars,"Ζάχαρη, γλυκά και γλυκές σάλτσες",Σοκολάτα Mars,"Zucchero, dolci e salse dolci",Barretta Mars,"Cukier, słodycze i słodkie sosy",Batonik Mars,"Sladkor, sladkarije in sladke omake",Čokoladica Mars
488,Cereal products and types of flour,Blancmange powder instant chocolate,Graanproducten en meelsoorten,Puddingpoeder instant chocolade,Gebaseerd op Dr. Oetker Kloppudding chocolade,Kloppudding e.d. poeder chocolade-,Kornprodukter og meltyper,"Blancmange-pulver, instant sjokolade",Getreideprodukte und Mehlsorten,"Blancmange-Pulver, Instant-Schokolade",Productos de cereales y tipos de harina,Chocolate instantáneo en polvo para manjar blanco,Προϊόντα δημητριακών και είδη αλεύρων,Σκόνη για μπλανμάντζε σοκολάτας στιγμιαίας παρασκευής,Prodotti a base di cereali e tipi di farina,Cioccolato in polvere istantaneo per blancmange,Produkty zbożowe i rodzaje mąki,Proszek do przygotowania blancmange o smaku czekoladowym,Žitni izdelki in vrste moke,Čokoladni prah za instant blancmange
489,Pastry and biscuits,Flan filled w rice pudding,Gebak en koek,Vlaai rijste-,,Rijstevlaai,Kaker og kjeks,Flan fylt med risgrøt,Gebäck und Kekse,Flan mit Milchreisfüllung,Pastelería y galletas,Flan relleno de arroz con leche,Ζαχαροπλαστική και μπισκότα,Φλαν γεμιστό με ρυζόγαλο,Pasticceria e biscotti,Flan ripieno di budino di riso,Wypieki i ciastka,Flan z nadzieniem z puddingu ryżowego,Sladice in piškoti,"Flan, polnjen z riževim pudingom"
497,Non-alcoholic beverages,Fruit drink concentrate fruit mix w rose hip,Niet-alcoholische dranken,Siroop vruchtenlimonade- vruchtenmix m rozenbottel,Gebaseerd op Roosvicee Original.,Limonadesiroop vruchtenmix/Roosvicee Original,Alkoholfrie drikker,"Fruktdrikkekonsentrat, fruktblanding med nype",Alkoholfreie Getränke,"Fruchtgetränkekonzentrat, Fruchtmischung mit Hagebutte",Bebidas no alcohólicas,Concentrado de bebida de frutas con mezcla de frutas y escaramujo,Μη αλκοολούχα ποτά,Συμπύκνωμα ποτού φρούτων με μείγμα φρούτων και αγριοτριανταφυλλιάς,Bevande analcoliche,"Concentrato per bevanda alla frutta, miscela di frutta con rosa canina",Napoje bezalkoholowe,Koncentrat napoju owocowego – mieszanka owocowa z dziką różą,Brezalkoholne pijače,"Koncentrat sadnega napitka, mešanica sadja s šipkom"
498,Non-alcoholic beverages,Fruit drink concentrate Roosvicee Fruitkracht Ferro,Niet-alcoholische dranken,Siroop vruchtenlimonade- Roosvicee Fruitkracht Ferro,,Limonadesiroop Roosvicee Fruitkracht Ferro,Alkoholfrie drikker,Fruktdrikkekonsentrat Roosvicee Fruitkracht Ferro,Alkoholfreie Getränke,Fruchtgetränkekonzentrat Roosvicee Fruitkracht Ferro,Bebidas no alcohólicas,Concentrado de zumo de frutas Roosvicee Fruitkracht Ferro,Μη αλκοολούχα ποτά,Συμπύκνωμα ποτού φρούτων Roosvicee Fruitkracht Ferro,Bevande analcoliche,Concentrato per bevande alla frutta Roosvicee Fruitkracht Ferro,Napoje bezalkoholowe,Koncentrat napoju owocowego Roosvicee Fruitkracht Ferro,Brezalkoholne pijače,Koncentrat sadnega napitka Roosvicee Fruitkracht Ferro
500,Non-alcoholic beverages,Fruit drink concentrate Roosvicee Fruitkracht Pruimen,Niet-alcoholische dranken,Siroop vruchtenlimonade- Roosvicee Fruitkracht Pruimen,,Limonadesiroop Roosvicee Fruitkracht Pruimen,Alkoholfrie drikker,Fruktdrikkekonsentrat Roosvicee Fruitkracht Pruimen,Alkoholfreie Getränke,Fruchtgetränkekonzentrat Roosvicee Fruitkracht Pruimen,Bebidas no alcohólicas,Concentrado de zumo de fruta Roosvicee Fruitkracht Pruimen,Μη αλκοολούχα ποτά,Συμπύκνωμα ποτού φρούτων Roosvicee Fruitkracht Pruimen,Bevande analcoliche,Concentrato per bevanda alla frutta Roosvicee Fruitkracht Pruimen,Napoje bezalkoholowe,Koncentrat napoju owocowego Roosvicee Fruitkracht Pruimen,Brezalkoholne pijače,Koncentrat sadnega napitka Roosvicee Fruitkracht Pruimen
511,Cheese,Cheese Edam 40+,Kaas,Kaas Edammer 40+,,,Ost,Edam-ost 40+,Käse,Käse Edam 40+,Queso,Queso Edam 40+,Τυρί,Τυρί Edam 40+,Formaggio,Formaggio Edam 40+,Ser,Ser Edam 40+,Sir,Sir Edam 40+
513,Cheese,Cheese Gouda 48+ av,Kaas,Kaas Goudse 48+ gem,,Kaas 48+ Beemster e.d.,Ost,Gouda-ost 48+ av,Käse,Gouda-Käse 48+ av,Queso,Queso Gouda 48+ av,Τυρί,Τυρί Γκούντα 48+ av,Formaggio,Formaggio Gouda 48+ av,Ser,Ser Gouda 48+ av,Sir,Sir Gouda 48+ av
514,Cheese,Cheese 20+ Leidse w cumin/Fries clove,Kaas,Kaas 20+ Leidse/Friese nagel-,,Nagelkaas friese/leidse 20+,Ost,Oster 20+ Leidse med spisskummen/Fries med nellik,Käse,Käse 20+ Leidse mit Kreuzkümmel/Fries mit Nelken,Queso,Queso Leidse 20+ con comino/clavo de Frisia,Τυρί,Τυρί 20+ Leidse με κύμινο/γαρύφαλλο της Φρισίας,Formaggio,Formaggio 20+ Leidse con cumino/chiodi di garofano delle Frisee,Ser,Ser 20+ Leidse z kminkiem/goździkami z Fryzji,Sir,Sir 20+ Leidse z kumino/frizijski klinček
